R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,MNGPS_NM,MNGPS_TELN,XCORD,YCORD,XX,YY,CD_GUBUN,geometry,경도,위도
9955.0,1150000000,407,서울특별시,강서구,3.0,경로당,마곡경로당,1150010500103260032029188,1150010500.0,1150060300,서울특별시 강서구 양천로30길 20(마곡동),190,73,홍은선,010-3063-3695,126.82256,37.57229,184325.20558,552542.597,안전,POINT (126.82043623092453 37.57165644647459),126.82043623092453,37.57165644647459
9953.0,1150000000,334,서울특별시,강서구,1.0,학교,가곡초등학교,1150010600101530007008466,1150010500.0,1150061100,서울특별시 강서구 공항대로36길 74(마곡동),1650,634,김지연,010-4632-3759,126.83582,37.55528,185493.1922,550652.63248,긴급,POINT (126.83375782050494 37.554978919340236),126.83375782050494,37.554978919340236
9958.0,1150000000,418,서울특별시,강서구,1.0,학교,발산초등학교,1150010600104080000008781,1150010600.0,1150061100,서울특별시 강서구 강서로45길 113(내발산동),4292,1650,권지영,010-2736-9616,126.83095,37.54994,185061.34459,550059.92684,안전,POINT (126.8288400246231 37.54961591408179),126.8288400246231,37.54961591408179
9952.0,1150000000,390,서울특별시,강서구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",가양4종합사회복지관,1150010400114780000009548,1150010400.0,1150060400,"서울특별시 강서구 양천로57길 37(가양동, 가양4단지아파트)",226,86,정성원,010-9992-6690,126.85185,37.56511,186910.70366,551740.72455,긴급,POINT (126.85066055718447 37.563970981343296),126.85066055718447,37.563970981343296
9950.0,1150000000,368,서울특별시,강서구,3.0,경로당,성재정경로당,1150010400101310001010650,1150010400.0,1150060300,서울특별시 강서구 강서로74길 11(가양동),257,98,유일부,010-9025-7600,126.8419,37.56773,186032.8571,552033.195,안전,POINT (126.83977608901772 37.567094173280346),126.83977608901772,37.567094173280346
9951.0,1150000000,389,서울특별시,강서구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",가양5종합사회복지관(장수),1150010400114810000009551,1150010400.0,1150060400,"서울특별시 강서구 양천로57길 36(가양동, 가양5단지아파트)",164,62,조인영,010-4756-3604,126.85461,37.56349,187154.96405,551561.10091,안전,POINT (126.85137253921982 37.56360317955351),126.85137253921982,37.56360317955351
9956.0,1150000000,335,서울특별시,강서구,1.0,학교,내발산초등학교,1150010600107070000008044,1150010600.0,1150061500,서울특별시 강서구 강서로46길 23(내발산동),2475,951,김현기,010-4353-1958,126.83787,37.55127,185673.19974,550206.56363,안전,POINT (126.83574967537098 37.55084321122853),126.83574967537098,37.55084321122853
9949.0,1150000000,430,서울특별시,강서구,1.0,학교,탑산초등학교,1150010400114730000009705,1150010400.0,1150060400,서울특별시 강서구 허준로 109(가양동),696,267,진효선,010-7170-1892,126.8521,37.56691,186933.67448,551940.64219,긴급,POINT (126.85036291361516 37.56636365358134),126.85036291361516,37.56636365358134
9957.0,1150000000,325,서울특별시,강서구,1.0,학교,덕원중학교,1150010600104070002008865,1150010600.0,1150061100,서울특별시 강서구 강서로45길 91-44 (내발산동),1485,571,김해정,010-5797-0708,126.82917,37.54889,184904.17652,549944.42446,안전,POINT (126.82732762287122 37.5491510771317),126.82732762287122,37.5491510771317
9961.0,1150000000,373,서울특별시,강서구,3.0,경로당,내발산 경로당,1150010600106710030008271,1150010600.0,1150061500,서울특별시 강서구 우장산로 24-7 (내발산동),241,92,고태경,02-3663-4733,126.8401,37.55419,185871.03173,550530.58636,긴급,POINT (126.83797326116188 37.55355337958859),126.83797326116188,37.55355337958859
9954.0,1150000000,406,서울특별시,강서구,3.0,경로당,후포경로당,1150010500100050037010659,1150010500.0,1150060300,서울특별시 강서구 양천로47길 104(마곡동),285,109,석정배,010-3339-6147,126.83708,37.57493,185607.94182,552833.20235,안전,POINT (126.8349506969433 37.57429565796818),126.8349506969433,37.57429565796818
9963.0,1150000000,426,서울특별시,강서구,1.0,학교,송정초등학교 체육관,1150010800100220169005513,1150010800.0,1150062000,서울특별시 강서구 공항대로3길 18(공항동),618,237,임선미,010-8532-1104,126.81089,37.56218,183291.90955,551422.25828,긴급,POINT (126.80892973815706 37.56190947119566),126.80892973815706,37.56190947119566
7929.0,1174000000,366,서울특별시,강동구,1.0,학교,성내중학교,1174010800104480007007376,1174010800.0,1174064000,서울특별시 강동구 성안로 7(성내동),759,291,학교장,,127.12888,37.52454,211392.89199,547235.79002,긴급,POINT (127.1276458982601 37.5285132694947),127.1276458982601,37.5285132694947
7927.0,1174000000,441,서울특별시,강동구,4.0,관공서,암사2동주민센터,1174010700105030008015465,1174010700.0,1174058000,서울특별시 강동구 상암로3길 28(암사동),560,215,,,127.12732,37.55169,211250.27991,550248.2083,긴급,POINT (127.12518714755348 37.55104877093944),127.12518714755348,37.55104877093944
7924.0,1174000000,430,서울특별시,강동구,1.0,학교,신암초등학교,1174010700105170000015603,1174010700.0,1174058000,서울특별시 강동구 올림픽로93길 33-16 (암사동),300,115,학교장,,127.1245,37.54957,211001.85843,550013.42843,안전,POINT (127.12237234835088 37.54893640949058),127.12237234835088,37.54893640949058
7926.0,1174000000,333,서울특별시,강동구,4.0,관공서,암사3동 주민센터,1174010700104140019000001,1174010700.0,1174059000,서울특별시 강동구 고덕로 137(암사동),161,61,동장,,127.14082,37.55497,212442.90997,550614.62803,안전,POINT (127.13868992175178 37.55433487415221),127.13868992175178,37.55433487415221
7922.0,1174000000,311,서울특별시,강동구,1.0,학교,명일초등학교,1174010700104180018014124,1174010700.0,1174057000,서울특별시 강동구 고덕로38길 8(암사동),1171,450,학교장,,127.14203,37.55384,212549.99694,550489.61198,안전,POINT (127.1399055632071 37.5535941499146),127.1399055632071,37.5535941499146
9962.0,1150000000,408,서울특별시,강서구,3.0,경로당,신광명경로당,1150010700102210001009151,1150010700.0,1150061100,서울특별시 강서구 남부순환로19길 105(외발산동),260,100,송병근,010-5235-8383,126.82306,37.54678,184364.09467,549710.87256,안전,POINT (126.8208075102896 37.54626351309679),126.8208075102896,37.54626351309679
9960.0,1150000000,372,서울특별시,강서구,3.0,경로당,원당 경로당,1150010600106500000008335,1150010600.0,1150061500,서울특별시 강서구 강서로52길 72(내발산동),96,36,나강하,010-6690-3044,126.84214,37.55727,186051.9499,550872.04307,긴급,POINT (126.8399755603961 37.556783264495735),126.8399755603961,37.556783264495735
7931.0,1174000000,431,서울특별시,강동구,1.0,학교,성내초등학교,1174010800103000003006635,1174010800.0,1174064000,서울특별시 강동구 성내로3길 19(성내동),180,69,학교장,,127.12246,37.53136,210823.6791,547991.48594,안전,POINT (127.12032620885924 37.53072087990378),127.12032620885924,37.53072087990378
7930.0,1174000000,437,서울특별시,강동구,1.0,학교,성일초등학교,1174010800105310000006714,1174010800.0,1174064000,서울특별시 강동구 성내로15길 33(성내동),576,221,학교장,,127.12799,37.52951,211312.76833,547786.69078,안전,POINT (127.12636982747206 37.528880741561565),127.12636982747206,37.528880741561565
9964.0,1150000000,427,서울특별시,강서구,1.0,학교,송정중학교,1150010800107680001007651,1150010800.0,1150062000,서울특별시 강서구 남부순환로 121(공항동),869,334,조방희,010-2644-4571,126.81525,37.5536,183674.89883,550468.65846,안전,POINT (126.81304275751125 37.553269662713895),126.81304275751125,37.553269662713895
7919.0,1174000000,325,서울특별시,강동구,1.0,학교,선린초등학교,1174010600100910017000873,1174010600.0,1174070000,서울특별시 강동구 진황도로61길 29(둔촌동),1650,634,,,127.14575,37.52926,212882.87069,547761.76465,안전,POINT (127.14361896275962 37.52862456186223),127.14361896275962,37.52862456186223
7918.0,1174000000,339,서울특별시,강동구,7.0,기타시설,강동성심병원,1174010500104450000002890,1174010500.0,1174068500,서울특별시 강동구 성안로 150(길동),15504,5963,병원장,,127.13523,37.53614,211952.29554,548523.88976,긴급,POINT (127.13310359022175 37.53550386625756),127.13310359022175,37.53550386625756
9965.0,1150000000,376,서울특별시,강서구,3.0,경로당,산우물 경로당,1150010800100020091007853,1150010800.0,1150062000,서울특별시 강서구 방화대로21가길 18(공항동),167,64,김명연,010-5575-9926,126.81467,37.56376,183626.37924,551597.29064,긴급,POINT (126.81255328763473 37.56309894210307),126.81255328763473,37.56309894210307
7928.0,1174000000,308,서울특별시,강동구,6.0,교회,신흥교회,1174010700104720020017016,1174010700.0,1174057000,서울특별시 강동구 고덕로20길 58(암사동),255,98,,,127.13227,37.55218,211688.22232,550304.13953,안전,POINT (127.13142466500028 37.55142876902747),127.13142466500028,37.55142876902747
7935.0,1174000000,318,서울특별시,강동구,6.0,교회,성내동교회,1174010800101350030005617,1174010800.0,1174065000,서울특별시 강동구 풍성로35길 53(성내동),548,210,,,127.12531,37.53411,211075.14111,548297.46234,안전,POINT (127.12317573166392 37.53347468261952),127.12317573166392,37.53347468261952
7934.0,1174000000,337,서울특별시,강동구,4.0,관공서,강동 어린이 회관,1174010800105560001000001,1174010800.0,1174064000,서울특별시 강동구 성내로6길 16(성내동),470,180,관장,,127.12242,37.52939,210820.86479,547772.83619,안전,POINT (127.12029912785549 37.528549675630906),127.12029912785549,37.528549675630906
7925.0,1174000000,331,서울특별시,강동구,3.0,경로당,강동롯데캐슬경로당,1174010700104140002000001,1174010700.0,1174059000,"서울특별시 강동구 고덕로 131(암사동, 강동 롯데캐슬퍼스트아파트)",207,79,노인회장,,127.14157,37.55666,212509.21472,550802.0106,안전,POINT (127.1417442310496 37.55447057622131),127.1417442310496,37.55447057622131
7936.0,1174000000,320,서울특별시,강동구,6.0,교회,서울제일교회,1174010800104370036004362,1174010800.0,1174066000,서울특별시 강동구 강동대로53길 53(성내동),331,127,김진관집사,010-8717-3654,127.13217,37.52528,211683.5728,547317.81159,안전,POINT (127.13004392449747 37.52464053863463),127.13004392449747,37.52464053863463
7932.0,1174000000,335,서울특별시,강동구,4.0,관공서,성내1동 주민센터,1174010800105390001007495,1174010800.0,1174064000,서울특별시 강동구 성내로 13(성내동),184,70,동장,,127.1222,37.53053,210800.73898,547899.4294,안전,POINT (127.12035296336174 37.52985471993884),127.12035296336174,37.52985471993884
7933.0,1174000000,327,서울특별시,강동구,4.0,관공서,성내도서관,1174010800103850000000001,1174010800.0,1174066000,서울특별시 강동구 성안로 106-1 (성내동),273,105,관장,2045-7912,127.13334,37.53286,211785.77211,548159.25509,긴급,POINT (127.13121357211334 37.53222069800018),127.13121357211334,37.53222069800018
7923.0,1174000000,367,서울특별시,강동구,1.0,학교,신암중학교,1174010700104440000015291,1174010700.0,1174059000,서울특별시 강동구 고덕로 65(암사동),1006,386,학교장,,127.13308,37.55564,211758.97673,550688.35897,안전,POINT (127.13095097427114 37.55500815545007),127.13095097427114,37.55500815545007
7938.0,1174000000,319,서울특별시,강동구,6.0,교회,한민교회,1174010800102180017005484,1174010800.0,1174065000,서울특별시 강동구 천호대로168다길 39(성내동),495,190,,,127.12987,37.53364,211478.74914,548245.32836,안전,POINT (127.127741355219 37.53300005854519),127.127741355219,37.53300005854519
7943.0,1174000000,10,서울특별시,강동구,1.0,학교,강일중학교,1174010700104140017000001,1174010700.0,1174059000,서울특별시 강동구 고덕로27길 12(암사동),648,249,학교장,,127.13581,37.55617,212000.14584,550746.36683,긴급,POINT (127.13608609302649 37.55471510824448),127.13608609302649,37.55471510824448
7937.0,1174000000,317,서울특별시,강동구,6.0,교회,한양감리교회,1174010800102030046006334,1174010800.0,1174065000,서울특별시 강동구 천호대로168나길 57(성내동),471,181,,,127.13045,37.53265,211529.94914,548135.89518,안전,POINT (127.12834643077731 37.5320944266562),127.12834643077731,37.5320944266562
7939.0,1171000000,472,서울특별시,송파구,1.0,학교,서울영풍초등학교,1171011300100120000023233,1171011300.0,1171053100,서울특별시 송파구 오금로57길 15(거여동),5996,2306,거여1동장,,127.14316,37.49608,212659.90803,544078.80285,안전,POINT (127.14102137698534 37.49554757405734),127.14102137698534,37.49554757405734
7940.0,1171000000,473,서울특별시,송파구,1.0,학교,서울거원초등학교,1171011300102960001022894,1171011300.0,1171053200,서울특별시 송파구 양산로2길 26(거여동),7687,2956,거여2동장,,127.14498,37.48791,212821.56331,543172.59751,안전,POINT (127.14268704115263 37.48703130093476),127.14268704115263,37.48703130093476
7942.0,1171000000,475,서울특별시,송파구,1.0,학교,서울남천초등학교,1171011400100530000018269,1171011400.0,1171055000,서울특별시 송파구 성내천로 207(마천동),1459,561,마천2동장,,127.1504,37.50114,213299.3268,544641.01214,안전,POINT (127.14828642965172 37.50042001569458),127.14828642965172,37.50042001569458
7941.0,1171000000,369,서울특별시,송파구,7.0,기타시설,송파구체육문화회관,1171011300102890000023994,1171011300.0,1171053100,서울특별시 송파구 양산로 15(거여동),2461,946,거여1동장,02-2147-4060,127.14283,37.49063,212630.98037,543473.46326,안전,POINT (127.14067467527893 37.49014817167836),127.14067467527893,37.49014817167836
9972.0,1150000000,327,서울특별시,강서구,1.0,학교,우장초등학교,1150010300100180005000031,1150010300.0,1150059100,서울특별시 강서구 화곡로 263(화곡동),804,309,변영희,010-8144-7744,126.84628,37.54908,186416.53845,549962.42792,긴급,POINT (126.84395371633465 37.54845195045703),126.84395371633465,37.54845195045703
9987.0,1150000000,364,서울특별시,강서구,3.0,경로당,약수 경로당,1150010300104090084012522,1150010300.0,1150059300,서울특별시 강서구 초록마을로32길 32(화곡동),93,35,이혜순,010-2258-8573,126.84759,37.5381,186529.99879,548743.71204,안전,POINT (126.84541358110296 37.53736137865834),126.84541358110296,37.53736137865834
7944.0,1174000000,365,서울특별시,강동구,1.0,학교,둔촌중학교,1174010600100190001000841,1174010600.0,1174070000,서울특별시 강동구 진황도로61길 25-30 (둔촌동),1225,471,학교장,,127.14621,37.53034,212923.12241,547881.09256,안전,POINT (127.14407641940055 37.52969916081087),127.14407641940055,37.52969916081087
9967.0,1150000000,374,서울특별시,강서구,3.0,경로당,동부 경로당,1150010800100410068007903,1150010800.0,1150062000,서울특별시 강서구 공항대로8길 33-9 (공항동),146,56,이영원,010-3508-8336,126.81286,37.55955,183465.57348,551129.80041,긴급,POINT (126.81073393699756 37.55894320368142),126.81073393699756,37.55894320368142
9966.0,1150000000,377,서울특별시,강서구,3.0,경로당,다솔 경로당,1150010800113610001007925,1150010800.0,1150062000,서울특별시 강서구 방화대로6길 24-3 (공항동),349,134,김순이,010-8876-2988,126.81818,37.55482,183934.12667,550604.38711,안전,POINT (126.8160517549974 37.55418659371748),126.8160517549974,37.55418659371748
9970.0,1150000000,338,서울특별시,강서구,1.0,학교,방화중학교,1150010900106360001002916,1150010900.0,1150064000,서울특별시 강서구 개화동로27길 9(방화동),632,243,신중돈,010-9096-6718,126.8067,37.56526,182922.06286,551764.52344,긴급,POINT (126.80451655145792 37.56473919941639),126.80451655145792,37.56473919941639
9968.0,1150000000,375,서울특별시,강서구,3.0,경로당,장미 경로당,1150010800106680000007395,1150010800.0,1150062000,서울특별시 강서구 방화대로7다길 35-18 (공항동),110,42,한오석,010-4742-5581,126.81378,37.55666,183545.98078,550808.76566,안전,POINT (126.81170839627272 37.5562167082266),126.81170839627272,37.5562167082266
9969.0,1150000000,337,서울특별시,강서구,1.0,학교,개화초등학교,1150010900105010003000004,1150010900.0,1150063000,서울특별시 강서구 양천로 11(방화동),1325,509,윤효,010-5063-8194,126.8047,37.57399,182747.5267,552733.65394,안전,POINT (126.80257283069616 37.573349594843194),126.80257283069616,37.573349594843194
4028.0,1171000000,488,서울특별시,송파구,7.0,기타시설,잠실수양불한증막,1171011100100390002015915,1171011100.0,1171056200,"서울특별시 송파구 오금로11길 33(방이동, 신동아타워)",4950,1903,방이2동장,,127.11069,37.51556,209785.61826,546236.77465,안전,POINT (127.10850509979893 37.51502348209593),127.10850509979893,37.51502348209593
9971.0,1150000000,388,서울특별시,강서구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",등촌4 복지관,1150010200106900000024998,1150010200.0,1150053500,"서울특별시 강서구 공항대로39길 59(등촌동, 등촌4단지주공아파트)",184,70,한성윤,010-9429-2334,126.84334,37.56146,186158.38426,551337.38659,안전,POINT (126.84158090144844 37.560220989424536),126.84158090144844,37.560220989424536
4031.0,1171000000,482,서울특별시,송파구,1.0,학교,세륜중학교,1171011200100070003013959,1171011200.0,1171057000,서울특별시 송파구 양재대로72길 41(오금동),5494,2113,오금동장,,127.13185,37.50837,211657.39147,545441.4565,안전,POINT (127.12888751607193 37.508061479609744),127.12888751607193,37.508061479609744
4035.0,1171000000,497,서울특별시,송파구,1.0,학교,서울아주초등학교,1171010100101150000000054,1171010100.0,1171072000,서울특별시 송파구 올림픽로4길 59(잠실동),5824,2240,,,127.07598,37.50537,206717.78778,545102.49615,안전,POINT (127.07373666796238 37.50519997968136),127.07373666796238,37.50519997968136
4037.0,1171000000,329,서울특별시,송파구,1.0,학교,서울잠실초등학교,1171010200100200002000001,1171010200.0,1171069000,서울특별시 송파구 올림픽로35길 20(신천동),2758,1060,잠실4동장,02-2147-4690,127.11145,37.52012,209851.98833,546743.44916,안전,POINT (127.10931619154152 37.519486919376824),127.10931619154152,37.519486919376824
4032.0,1171000000,379,서울특별시,송파구,1.0,학교,서울송전초등학교,1171010100100440002000003,1171010100.0,1171068000,서울특별시 송파구 석촌호수로 159(잠실동),1639,630,잠실3동장,02-2147-4660,127.09481,37.50845,208382.73743,545445.84452,긴급,POINT (127.09287915383892 37.5079301448227),127.09287915383892,37.5079301448227
4039.0,1171000000,344,서울특별시,송파구,1.0,학교,서울신가초등학교,1171010700100430001006404,1171010700.0,1171062000,서울특별시 송파구 송이로 75(가락동),6233,2397,가락본동장,02-2147-4420,127.12131,37.50072,210726.83469,544591.0492,안전,POINT (127.11773910933209 37.4995908068821),127.11773910933209,37.4995908068821
4034.0,1171000000,487,서울특별시,송파구,1.0,학교,서울잠일초등학교,1171010100100190001000001,1171010100.0,1171067000,서울특별시 송파구 올림픽로 95(잠실동),13722,5277,잠실2동장,,127.08164,37.51465,207217.36571,546133.17442,안전,POINT (127.07955498892409 37.51414766855952),127.07955498892409,37.51414766855952
4041.0,1171000000,491,서울특별시,송파구,1.0,학교,서울가락초등학교,1171010700104770000006035,1171010700.0,1171063100,서울특별시 송파구 송파대로37길 45(가락동),7106,2733,가락1동장,,127.10765,37.50018,209519.12233,544529.86126,안전,POINT (127.10552215912138 37.49954589823284),127.10552215912138,37.49954589823284
4033.0,1171000000,374,서울특별시,송파구,1.0,학교,영동일고등학교,1171010100100350001000001,1171010100.0,1171068000,서울특별시 송파구 석촌호수로 93(잠실동),5320,2046,잠실3동장,02-2147-4660,127.08952,37.50967,207914.45949,545581.30099,안전,POINT (127.08796665694449 37.50949300190687),127.08796665694449,37.50949300190687
4040.0,1171000000,484,서울특별시,송파구,1.0,학교,송파중학교,1171010700101390000005304,1171010700.0,1171063200,서울특별시 송파구 동남로 203(가락동),16306,6271,송파2동장,,127.12933,37.49628,211436.30493,544098.76748,안전,POINT (127.12782056006913 37.49523252338024),127.12782056006913,37.49523252338024
4042.0,1171000000,347,서울특별시,송파구,1.0,학교,서울문정초등학교,1171010800100120000004349,1171010800.0,1171064100,서울특별시 송파구 문정로5길 20(문정동),7825,3009,문정1동장,02-2147-4510,127.12872,37.48891,211383.83994,543281.58132,안전,POINT (127.12685722741838 37.48853459376958),127.12685722741838,37.48853459376958
4036.0,1171000000,495,서울특별시,송파구,13.0,"연수,숙박",에이 플러스,1171010100101790000000664,1171010100.0,1171065000,서울특별시 송파구 백제고분로7길 15-10 (잠실동),1549,192,잠실본동장,02-2147-4600,127.08066,37.51101,207131.20088,545729.34353,안전,POINT (127.07861220134193 37.510360315683585),127.07861220134193,37.510360315683585
4043.0,1171000000,348,서울특별시,송파구,1.0,학교,서울가원초등학교,1171010800101500010003819,1171010800.0,1171064200,서울특별시 송파구 중대로4길 8(문정동),7247,2787,문정2동장,02-2147-4540,127.11412,37.48851,210092.86773,543235.3805,긴급,POINT (127.1092055775988 37.48872887359489),127.1092055775988,37.48872887359489
4044.0,1171000000,416,서울특별시,송파구,1.0,학교,서울문덕초등학교,1171010800100900003003082,1171010800.0,1171064600,서울특별시 송파구 송이로34길 60(문정동),3456,1329,장지동,02-2147-4570,127.1276,37.48499,211284.97617,542846.24092,안전,POINT (127.12584099610906 37.48439493821892),127.12584099610906,37.48439493821892
4047.0,1171000000,485,서울특별시,송파구,1.0,학교,서울문현초등학교,1171010900101840005000001,1171010900.0,1171064600,서울특별시 송파구 충민로 137(장지동),5692,2189,장지동장,,127.13009,37.48271,211505.65765,542593.20838,긴급,POINT (127.12795741222367 37.48207397274824),127.12795741222367,37.48207397274824
4045.0,1171000000,372,서울특별시,송파구,1.0,학교,문현중학교,1171010900102040007000001,1171010900.0,1171064600,서울특별시 송파구 충민로 99(장지동),3598,1383,장지동장,02-2147-4570,127.12768,37.48057,211292.64814,542355.47462,긴급,POINT (127.12554542719674 37.47993454625836),127.12554542719674,37.47993454625836
4046.0,1171000000,486,서울특별시,송파구,1.0,학교,서울송례초등학교,1171010900103930000000001,1171010900.0,1171064700,서울특별시 송파구 위례순환로 439(장지동),6543,2516,위례동장,,127.13844,37.47787,212245.58676,542057.33513,안전,POINT (127.1363892709714 37.477232820143094),127.1363892709714,37.477232820143094
4048.0,1171000000,480,서울특별시,송파구,1.0,학교,오륜중학교,1171011100100890007015632,1171011100.0,1171056600,서울특별시 송파구 양재대로 1242(방이동),2851,1096,오륜동장,,127.1389,37.51635,212279.64409,546328.05707,안전,POINT (127.13674253693304 37.515628595078844),127.13674253693304,37.515628595078844
3972.0,1168000000,25,서울특별시,강남구,1.0,학교,대진초등학교,1168010300100130000019039,1168010300.0,1168074000,서울특별시 강남구 개포로109길 74(개포동),330,126,"양승엽, 오창원",02-3423-8457,127.07804,37.49669,206901.24647,544139.19339,긴급,POINT (127.07591331695681 37.49604920809188),127.07591331695681,37.49604920809188
3973.0,1168000000,536,서울특별시,강남구,1.0,학교,구룡초등학교,1168010300106550000019635,1168010300.0,1168069000,서울특별시 강남구 개포로 263(개포동),1810,696,"박준석, 임홍섭",02-3423-7855,127.05205,37.48132,204603.95067,542432.5376,긴급,POINT (127.04992395051848 37.48068646831745),127.04992395051848,37.48068646831745
3970.0,1168000000,529,서울특별시,강남구,4.0,관공서,역삼1문화센터,1168010100108290020000001,1168010100.0,1168064000,서울특별시 강남구 역삼로7길 16(역삼동),1473,566,최환영,02-3423-8607,127.03327,37.4954,202941.77689,543993.51255,긴급,POINT (127.03113761256432 37.49475771509999),127.03113761256432,37.49475771509999
3989.0,1168000000,542,서울특별시,강남구,4.0,관공서,도곡1문화센터,1168011800108920006000001,1168011800.0,1168065500,서울특별시 강남구 도곡로18길 57(도곡동),183,70,,,127.03887,37.48837,203437.79898,543214.11504,안전,POINT (127.03674305138077 37.48773364204855),127.03674305138077,37.48773364204855
3990.0,1171000000,350,서울특별시,송파구,1.0,학교,서울잠전초등학교,1171010100102290000000859,1171010100.0,1171065000,서울특별시 송파구 올림픽로12길 51(잠실동),7606,2925,잠실본동,02-2147-4600,127.08421,37.50677,207445.22086,545259.2488,안전,POINT (127.08228707065787 37.506414500018614),127.08228707065787,37.506414500018614
3968.0,1168000000,15,서울특별시,강남구,1.0,학교,도성초등학교,1168010100107140000023399,1168010100.0,1168065000,서울특별시 강남구 역삼로 313(역삼동),2225,855,"전승환, 최창식",02-3423-7357,127.04918,37.50091,204349.01589,544606.02594,안전,POINT (127.0470545386087 37.500271005384896),127.0470545386087,37.500271005384896
3971.0,1168000000,21,서울특별시,강남구,1.0,학교,포이초등학교,1168010300102730000020783,1168010300.0,1168069000,서울특별시 강남구 개포로22길 87(개포동),12490,4803,"박준석, 신창규",02-3423-7855,127.05288,37.47603,204677.2551,541844.99941,안전,POINT (127.05074906658965 37.475392311404796),127.05074906658965,37.475392311404796
3969.0,1168000000,530,서울특별시,강남구,1.0,학교,역삼중학교,1168010100107670020024787,1168010100.0,1168065000,서울특별시 강남구 도곡로43길 10(역삼동),2424,932,"전승환, 최영한",02-3423-7357,127.0486,37.49595,204297.4453,544055.72315,안전,POINT (127.046468120313 37.4953129198752),127.046468120313,37.4953129198752
3974.0,1168000000,533,서울특별시,강남구,1.0,학교,구룡중학교,1168010300106500000019186,1168010300.0,1168066000,서울특별시 강남구 선릉로 103(개포동),1129,434,"정길용, 윤종순",02-3423-7653,127.05575,37.4861,204930.20242,542963.09356,긴급,POINT (127.05415598557789 37.485449151692755),127.05415598557789,37.485449151692755
3975.0,1168000000,534,서울특별시,강남구,1.0,학교,양전초등학교,1168010300101830000019091,1168010300.0,1168067000,서울특별시 강남구 개포로 513(개포동),1897,729,"김영숙, 서명종",02-3423-7755,127.06912,37.49026,206112.86372,543425.0228,안전,POINT (127.06699199094231 37.48962004265958),127.06699199094231,37.48962004265958
3993.0,1168000000,10,서울특별시,강남구,1.0,학교,단국대학교사범대학부속고등학교,1168010600110130003014295,1168010600.0,1168060000,서울특별시 강남구 도곡로64길 21(대치동),4601,1769,"오경숙, 장연길",02-3423-8308,127.05699,37.4952,205039.40531,543972.3674,안전,POINT (127.05419553403519 37.494902954186),127.05419553403519,37.494902954186
3994.0,1168000000,527,서울특별시,강남구,1.0,학교,대명중학교,1168010600109520000026398,1168010600.0,1168061000,서울특별시 강남구 역삼로87길 26(대치동),1623,624,"한명일, 김영숙",02-3423-8430,127.06039,37.50623,205339.40859,545196.71342,안전,POINT (127.05825914283243 37.505587868680564),127.05825914283243,37.505587868680564
3992.0,1171000000,352,서울특별시,송파구,1.0,학교,서울신천초등학교,1171010100100270005000276,1171010100.0,1171068000,서울특별시 송파구 올림픽로 215(잠실동),7090,2726,잠실3동장,02-2147-4660,127.09509,37.51544,208406.69877,546222.03477,긴급,POINT (127.09290815452879 37.51331947798152),127.09290815452879,37.51331947798152
3995.0,1168000000,528,서울특별시,강남구,1.0,학교,도곡초등학교,1168010600109240010013723,1168010600.0,1168063000,서울특별시 강남구 선릉로64길 33(대치동),12553,4828,"오용석, 임진묵",02-3423-8505,127.05447,37.49955,204816.4048,544455.5018,긴급,POINT (127.05233915302593 37.4989124025394),127.05233915302593,37.4989124025394
3991.0,1171000000,368,서울특별시,송파구,1.0,학교,서울잠신초등학교,1171010100100220010000002,1171010100.0,1171067000,서울특별시 송파구 잠실로 32(잠실동),6960,2676,잠실2동장,02-2147-4630,127.08842,37.51434,207817.11924,546099.51455,안전,POINT (127.08585938930699 37.51351532112981),127.08585938930699,37.51351532112981
3832.0,1156000000,402,서울특별시,영등포구,1.0,학교,대림중학교,1156013300109590000004645,1156013300.0,1156070000,서울특별시 영등포구 시흥대로185길 6(대림동),711,273,오영숙,02-845-2171,126.90767,37.49242,191835.23417,543667.27225,안전,POINT (126.90554650684047 37.49178687812443),126.90554650684047,37.49178687812443
3996.0,1168000000,328,서울특별시,강남구,4.0,관공서,대치1문화센터,1168010600106460002000001,1168010600.0,1168060000,서울특별시 강남구 남부순환로391길 19(대치동),459,176,오경숙,02-3423-8308,127.05677,37.49325,205020.49128,543755.98019,안전,POINT (127.05464239335387 37.49260859636054),127.05464239335387,37.49260859636054
3838.0,1159000000,70,서울특별시,동작구,1.0,학교,서울영본초등학교,1159010400104410011019183,1159010400.0,1159051000,서울특별시 동작구 만양로12가길 69(본동),816,313,강명자,,126.94883,37.51115,195475.60175,545743.35972,안전,POINT (126.9464277527481 37.50993584669647),126.9464277527481,37.50993584669647
